Code,Device,Manufacturer,Base,Package,Leaded Equivalent/Data
8G,MMBZ5232B,Mot,C,SOT23,5.6V zener 0.225W
8G,MUN2230,Mot,N,SOT23,npn dtr 1k0+1k0
8G,MUN5230,Mot,N,SOT323,npn dtr 1k0+1k0
8H,NJM78L09A,NJR,KQ,SOT89,78L 9.0V 0.1A regulator
8H,MMBZ5233B,Mot,C,SOT23,6.0V zener 0.225W
8H,MUN2231,Mot,N,SOT23,npn dtr 2k2+2k2
8H,MUN5231,Mot,N,SOT323,npn dtr 2k2+2k2
8J,NJM78L10A,NJR,KQ,SOT89,78L 10V 0.1A regulator
8J,MMBZ5234B,Mot,C,SOT23,6.2V zener 0.225W
8J,MUN2232,Mot,N,SOT23,npn dtr 4k7+ 4k7
8J,MUN5232,Mot,N,SOT323,npn dtr 4k7+ 4k7
8K,NJM78L12A,NJR,KQ,SOT89,78L 12V 0.1A regulator
8K,MMBZ5235B,Mot,C,SOT23,6.8V zener 0.225W
8K,MUN2233,Mot,N,SOT23,npn dtr 4k7+ 47k
8K,MUN5233,Mot,N,SOT323,npn dtr 4k7+ 47k
8L,NJM78L15A,NJR,KQ,SOT89,78L 15V 0.1A regulator
8L,MMBZ5236B,Mot,C,SOT23,7.5V zener 0.225W
8L,MUN2234,Mot,N,SOT23,npn dtr 22k + 47k
8L,MUN5234,Mot,N,SOT323,npn dtr 22k + 47k
8M,NJM78L18A,NJR,KQ,SOT89,78L 18V 0.1A regulator
8M,MMBZ5237B,Mot,C,SOT23,8.2V zener 0.225W
8N,NJM78L20A,NJR,KQ,SOT89,78L 20V 0.1A regulator
8N,MMBZ5238B,Mot,C,SOT23,8.7V zener 0.225W
8P,NJM78L24A,NJR,KQ,SOT89,78L 24V 0.1A regulator
8P,MMBZ5239B,Mot,C,SOT23,9.1V zener 0.225W
8Q,MMBZ5240B,Mot,C,SOT23,10V zener 0.225W
8R,MMBZ5241B,Mot,C,SOT23,11V zener 0.225W
8S,MMBZ5242B,Mot,C,SOT23,12V zener 0.225W
8T,MMBZ5243B,Mot,C,SOT23,13V zener 0.225W
8U,MMBZ5244B,Mot,C,SOT23,14V zener 0.225W
8V,MMBZ5245B,Mot,C,SOT23,15V zener 0.225W
8V2,PZM8.2NB,Phi,C,SOT23,8.2V 0.3W zener
8W,MMBZ5246B,Mot,C,SOT23,16V zener 0.225W
8X,MMBZ5247B,Mot,C,SOT23,17V zener 0.225W
8Y,MMBZ5248B,Mot,C,SOT23,18V zener 0.225W
8Y2,BZV49-C8V2,Phi,O,SOT89,8.2V 1W zener
8Z,NJM78L62A,NJR,KQ,SOT89,78L 6.2V 0.1A regulator
8Z,MMBZ5249B,Mot,C,SOT23,19V zener 0.225W
9,BC849,Mot,N,SOT23,BC 549B
91,ZV931V2,Zet,I,SOD523,4-13.5pF hyperabrupt varicap
91,DTA113TKA,Roh,N,SC59,pnp dtr R11k0 50V 100mA
91A,FMMT591A,Zet,N,SOT23,pnp 40V 1A 0.5W fT 150 MHz
92,ZV932V2,Zet,I,SOD523,5.5-17pF hyperabrupt varicap
92V,BFP92A,Tfk,W,-,npn RF 6GHz 16V 30mA
93,ZV933V2,Zet,I,SOD523,12-42pF hyperabrupt varicap
93,DTA143TE,Roh,N,EMT3,pnp dtr R1 4k7 50V 100mA
93,DTA143TUA,Roh,N,SC70,pnp dtr R1 4k7 50V 100mA
93,DTA143TKA,Roh,N,SC59,pnp dtr R1 4k7 50V 100mA
94,DTA114TE,Roh,N,EMT3,pnp dtr R1 10k 50V 100mA
94,DTA114TUA,Roh,N,SC70,pnp dtr R1 10k 50V 100mA
94,DTA114TKA,Roh,N,SC59,pnp dtr R1 10k 50V 100mA
95,DTA124TE,Roh,N,EMT3,pnp dtr R1 22k 50V 100mA
95,DTA124TCA,Roh,N,SOT23,pnp dtr R1 22k 50V 100mA
95,DTA124TKA,Roh,N,SC59,pnp dtr R1 22k 50V 100mA
96,DTA144TE,Roh,N,EMT3,pnp dtr R1 47k 50V 100mA
96,DTA144TUA,Roh,N,SC70,pnp dtr R1 47k 50V 100mA
96,DTA144TKA,Roh,N,SC59,pnp dtr R1 47k 50V 100mA
99,DTA115TE,Roh,N,EMT3,pnp dtr R1 100k 50V 100mA
99,DTA115TUA,Roh,N,SC70,pnp dtr R1 100k 50V 100mA
99,DTA115TKA,Roh,N,SC59,pnp dtr R1 100k 50V 100mA
911,PZM9.1NB1,Phi,C,SOT346,9.1V 0.3W zener
912,PZM9.1NB2,Phi,C,SOT346,9.1V 0.3W zener
913,PZM9.1NB3,Phi,C,SOT346,9.1V 0.3W zener
9A,FMMT2369AR,Zet,R,SOT23,2N2369A
9A,DTA125TUA,Roh,N,SC70,pnp dtr R1 200k 50V 100mA
9A,DTA125TKA,Roh,N,SC59,pnp dtr R1 200k 50V 100mA
9A,PLVA650A,Phi,C,SOT23,5.0V avalanche reg diode
9A1,PZM9.1NB2A,Phi,A,SOT346,dual ca 9.1V 0.3W zener
9B,NJM79L03UA,NJR,KQR,SOT89,79L reg 3.0V 0.1A
9B,PLVA653A,Phi,C,SOT23,5.3V avalanche reg diode
9C,NJM79L05UA,NJR,KQR,SOT89,79L reg 5.0V 0.1A
9C,PLVA656A,Phi,C,SOT23,5.6V avalanche reg diode
9D,PLVA659A,Phi,C,SOT23,5.9V avalanche reg diode
9E,NJM79L06UA,NJR,KQR,SOT89,79L reg 6.0V 0.1A
9E,PLVA662A,Phi,C,SOT23,6.2V avalanche reg diode
9F,PLVA665A,Phi,C,SOT23,6.5V avalanche reg diode
9G,NJM79L08UA,NJR,KQR,SOT89,79L reg 8.0V 0.1A
9G,PLVA668A,Phi,C,SOT23,6.8V avalanche reg diode
9H,NJM79L09UA,NJR,KQR,SOT89,79L reg 9.0V 0.1A
9J,PLVA2650A,Phi,A,SOT23,dual ca 5.0V reg diode
9K,NJM79L12UA,NJR,KQR,SOT89,79L reg 12V 0.1A
9K,PLVA2653A,Phi,A,SOT23,dual ca 5.3V reg diode
9L,NJM79L15UA,NJR,KQR,SOT89,79L reg 15V 0.1A
9L,PLVA2656A,Phi,A,SOT23,>dual 5.60V reg diode
9M,NJM79L18UA,NJR,KQR,SOT89,79L reg 18V 0.1A
9M,PLVA2659A,Phi,A,SOT23,dual ca 5.9V reg diode
9N,PLVA2662A,Phi,A,SOT23,dual ca 6.2V reg diode
9O,PLVA2665A,Phi,A,SOT23,dual ca 6.5V reg diode
9P,NJM79L24UA,NJR,KQR,SOT89,79L reg 24V 0.1A
9P,PLVA2668A,Phi,A,SOT23,dual ca 6.8V reg diode
9P,BCX70HR,Zet,R,SOT23,BCX70H
9R,FMMT2369R,Zet,R,SOT23,2N2369
9V1,PZM9.1NB,Phi,C,SOT346,9.1V 0.3W zener
9Y1,BZV49-C9V1,Phi,O,SOT89,9.1V 1W zener
A,BA892,Sie,I,SCD80,35V 100mA pin
A,1SS355,Roh,I,USM,100V 50mA sw
A,MRF947,Mot,N,SOT323,npn RF 8 GHz
A0,HSMS-2800,HP,C,SOT23,HP2800 schottky
A0,HSMS-280B,HP,C,SOT323,HP2800 schottky
A03,VAM-03,MC,AQ,-,modamp MAR 3 Similar
A06,VAM-06,MC,AQ,-,modamp MAR 6 Similar
A07,VAM-07,MC,AQ,-,modamp MAR 7 Similar
A1,HSMS-2801,HP,K,-,HP2800 schottky
A1,BAW56W,Phi,A,SOT323,dual ca BAW62 (1N4148)
A1,BAW56,Phi,A,SOT23,dual ca BAW62 (1N4148)
A1,BAW56,Phi,A,SOT23,dual ca BAW62 (1N4148)
A1p,BAW56,Phi,A,SOT23,dual ca BAW62 (1N4148)
A1t,BAW56T,Phi,A,SOT416,dual ca BAW62 (1N4148)
A1t,BAW56S,Phi,SOT363,dual ca BAW62 (1N4148)
A1s,BAW56W,Sie,A,SOT323,dual ca BAW62 (1N4148)
A1s,BAW56,Sie,A,SOT23,dual ca BAW62 (1N4148)
A1s,BAW56U,Sie,A,SC74,dual ca BAW62 (1N4148)
A1X,MBAW56,Mot,A,-,ditto
A2,HSMS-2802,HP,D,SOT23,dual HP2800
A2,HSMS-280C,HP,D,SOT323,dual HP2800
A2,BAT18,Phi,C,SOT23,BA482
A2s,BAT18,Sie,C,SOT23,BA482
A2,MMBD2836,Mot,A,SOT23,dual ca sw diode 75V
A2,CFY30,Sie,CQ,SOT143,n-ch GaAsfet 6 GHz
A2,MBT3906DW1,Mot,DO,SOT363,dual 2N3906
A22,BAS21,Phi,C,SOD27,BAV21
A2X,MMBD2836,Mot,A,SOT23,dual ca sw 75V 100mA 15ns
A3,BAP64-03,Phi,I,SOD323,3 GHz pin diode
A3,HSMS-2803,HP,D,SOT23,HP2800 ser pair
A3,MMBD1005,Mot,A,SOT23,dual ca Si diode low leakage
A3,BAS16,Zet,C,-,Si sw 75V 100mA
A3,BAT17,Phi,C,SOT23,BA481
A3p,BAT17,Phi,C,SOT23,BA481
A3t,BAT17,Phi,C,SOT23,BA481
A3,MBT3906DW,Mot,N,SOT363,dual 2N3906
A3X,MMBD2835,Mot,A,SOT23,dual ca sw 35V 100mA 15nS
A4,HSMS-2804,HP,B,SOT23,dual cc HP2800 schottky
A4s,BAV70W,Sie,B,SOT323,dual cc BAW62
A4s,BAV70,Sie,B,SOT23,dual cc BAW62
A4s,BAV70T,Sie,B,SOT416,dual cc BAW62
A4s,BAV70U,Sie,B,SC74,dual cc BAW62
A4,BAV70W,Phi,B,SOT323,dual cc BAW62
A4p,BAV70,Phi,B,SOT23,dual cc BAW62
A4t,BAV70,Phi,B,SOT23,dual cc BAW62
A4t,BAV70,Phi,B,SOT363,dual cc BAW62
A4X,MBAV70,Mot,B,-,ditto
A5,BAP51-03,Phi,I,SOD323,GP RF pin diode
A5p,BRY61,Phi,-,SOT143,-
A5t,BRY61,Phi,-,SOT143,-
A5,HSMS-2805,HP,S,SOT143,dual HP2800 schottky
A5,MMBD1010,Mot,B,SOT23,dual cc Si diodes
A5,MMBD2837,Mot,B,SOT23,dual cc diodes 30V 150mA
A6s,BAS16W,Sie,C,SOT323,BAW62 (1N4148)
A6s,BAS16,Sie,C,SOT23,BAW62 (1N4148)
A6s,BAS16U,Sie,C,SC74,BAW62 (1N4148)
A6,BAS16W,Phi,C,SOT323,BAW62 (1N4148)
A6p,BAS16,Phi,C,SOT23,BAW62 (1N4148)
A6t,BAS16,Phi,C,SOT23,BAW62 (1N4148)
A6,BAS16T,Phi,C,SOT416,BAW62 (1N4148)
A6,BAS216,Phi,I,SOD110,BAW62 (1N4148)
A6p,BAS316,Phi,I,SOD323,BAW62 (1N4148)
A6,MMBD2836,Mot,B,SOT23,dual sw diode cc 75V
A6A,MMUN2111,Mot,N,SOT23,pnp dtr 10k+10k
A6B,MMUN2112,Mot,N,SOT23,pnp dtr 22k+22k
A6C,MMUN2113,Mot,N,SOT23,pnp dtr 47k+47k
A6D,MMUN2114,Mot,N,SOT23,pnp dtr 100k+100k
A6E,MMUN2115,Mot,N,SOT23,pnp dtr R1 10k
A6F,MMUN2116,Mot,N,SOT23,pnp dtr R1 4k7
A6G,MMUN2130,Mot,N,SOT23,pnp dtr 1k0+1k0
A6H,MMUN2131,Mot,N,SOT23,pnp dtr 2k2+2k2
A6J,MMUN2132,Mot,N,SOT23,pnp dtr 4k7+4k7
A6K,MMUN2133,Mot,N,SOT23,pnp dtr 4k7+47k
A6L,MMUN2134,Mot,N,SOT23,pnp dtr 22k+47k
A6X,MMBD2838,Mot,B,SOT23,dual sw 50V 100mA
A7s,BAV99,Sie,D,SOT23,dual ser BAW92
A7s,BAV99W,Sie,D,SOT323,dual ser BAW92
A7s,BAV99T,Sie,D,SC75,dual ser BAW92
A7s,BAV99U,Sie,D,SC74,dual ser BAW92
A7,BAV99W,Phi,D,SOT323,dual ser BAW92
A7,BAV99,Phi,D,SOT23,dual ser BAW92
A7,HSMS-2807,HP,RQ,SOT143,HP2800 ring quad
A8,HSMS-2808,HP,BQ,SOT143,HP2800 bridge quad
A8,BAP50-03,Phi,I,SOD323,GP RF pin diode
A8,BAS19,Phi,C,SOT23,BAV19
A8,SI2308DS,Sil,M,SOT23,"N-ch mosfet, 60V 0.1A"
A8A,MMUN2211,Mot,N,SOT23,npn dtr 10k +10k
A8B,MMUN2212,Mot,N,SOT23,npn dtr 22k +22k
A8C,MMUN2213,Mot,N,SOT23,npn dtr 47k+47k
A8D,MMUN2214,Mot,N,SOT23,npn dtr 100k+100k
A8E,MMUN2215,Mot,N,SOT23,npn dtr R1 10k
A8F,MMUN2216,Mot,N,SOT23,npn dtr R1 4k7
A8G,MMUN2230,Mot,N,SOT23,npn dtr 1k0 +1k0
A8H,MMUN2231,Mot,N,SOT23,npn dtr 2k2+2k2
A8J,MMUN2232,Mot,N,SOT23,npn dtr 4k7+4k7
A8K,MMUN2233,Mot,N,SOT23,npn dtr 4k7+47k
A8L,MMUN2234,Mot,N,SOT23,npn dtr 22k+47k
A9,SI2309DS,Sil,M,SOT23,"P-ch mosfet, 60V 0.1A"
A11,MMBD1501A,Fch,C,SOT23,180V 200mA diode
A13,MMBD1503A,Fch,D,SOT23,180V 200mA dual diode series
A14,MMBD1504A,Fch,B,SOT23,180V 200mA dual diode cc
A15,MMBD1505A,Fch,A,SOT23,180V 200mA dual diode ca
A16,ZC934A,Zet,C,SOT23,25-95pF hyperabrupt varicap
A17,ZC933A,Zet,C,SOT23,12-42pF hyperabrupt varicap
A51,BRY62,Phi,-,SOT143,-
A81,BAS20,Phi,C,SOT23,BAV20
A82,BAS21,Phi,C,SOT23,BAV21
A91,BAS17,Phi,C,SOT23,BA314
AA,BCX51,Sie,P,SOT89,pnp 45V audio comp BCX54
AA,BCW60A,TT,N,SOT23,BCY58-vii
AA,ZMV829A,Zet,I,SOD323,varicap hyperabrupt 28V 8.2pF@2V
AAs,BCW60A,Sie,N,SOT23,BCY58-vii
AAA,MMBF4856,Mot,F,SOT23,2N4856 n-ch chopper jfet
AAAA,MAX809LXR,MAX,ZB,SOT23,microproc -ve reset gen 5.0V
AAAX,MAX2470,MAX,DT,SOT23-6,VCO Buffer Amplifiers
AAAY,MAX2471,MAX,DT,SOT23-6,VCO Buffer Amplifiers
AAG,MMBR951AL,Mot,N,SOT23,npn RF 8GHz
AAH,MAX6326_R22-T,Max,ZB,SC70,microproc -ve reset gen 2.200V
AAI,MAX6327_R22-T,Max,ZB,SC70,microproc +ve reset gen 2.200V
AAJ,MAX6328_R22-T,Max,ZB,SC70,microproc -ve reset gen 2.200V
AAK,MAX6410BS33-T,Max,UC4,UCSP-4,"Volt. Detect. (3.300 V / Push-Pull,Active-High)"
AAL,MAX6410BS34-T,Max,UC4,UCSP-4,"Volt. Detect. (3.400 V / Push-Pull,Active-High)"
AAM,MAX6410BS35-T,Max,UC4,UCSP-4,"Volt. Detect. (3.500 V / Push-Pull,Active-High)"
AAN,MAX6410BS36-T,Max,UC4,UCSP-4,"Volt. Detect. (3.600 V / Push-Pull,Active-High)"
AAN,MAX809LXR,Max,ZB,SC70,microproc -ve reset gen 5.0V
AAO,MAX6410BS37-T,Max,UC4,UCSP-4,"Volt. Detect. (3.700 V / Push-Pull,Active-High)"
AAO,MAX809MXR,Max,ZB,SC70,microproc -ve reset gen 5.0V
AAP,MAX6410BS38-T,Max,UC4,UCSP-4,"Volt. Detect. (3.800 V / Push-Pull,Active-High)"
AAP,MAX809TXR,Max,ZB,SC70,microproc -ve reset gen 3.3V
AAQ,MAX6410BS39-T,Max,UC4,UCSP-4,"Volt. Detect. (3.900 V / Push-Pull,Active-High)"
AAQ,MAX809SXR,Max,ZB,SC70,microproc -ve reset gen 3.3V
AAR,MAX6410BS40-T,Max,UC4,UCSP-4,"Volt. Detect. (4.000 V / Push-Pull,Active-High)"
AAR,MAX809RXR,Max,ZB,SC70,microproc -ve reset gen 3.0V
AAS,MAX6410BS41-T,Max,UC4,UCSP-4,"Volt. Detect. (4.100 V / Push-Pull,Active-High)"
AAS,MAX803ZXR,Max,ZB,SC70,microproc -ve reset gen 2.5V
AAT,MAX6410BS42-T,Max,UC4,UCSP-4,"Volt. Detect. (4.200 V / Push-Pull,Active-High)"
AAT,MAX810LXR,Max,ZB,SC70,microproc +ve reset gen 5.0V
AAU,MAX6410BS43-T,Max,UC4,UCSP-4,"Volt. Detect. (4.300 V / Push-Pull,Active-High)"
AAU,MAX810MXR,Max,ZB,SC70,microproc +-ve reset gen 5.0V
AAV,MAX6410BS44-T,Max,UC4,UCSP-4,"Volt. Detect. (4.380 V / Push-Pull,Active-High)"
AAV,MAX810TXR,Max,ZB,SC70,microproc +ve reset gen 3.3V
AAW,MAX6410BS45-T,Max,UC4,UCSP-4,"Volt. Detect. (4.500 V / Push-Pull,Active-High)"
AAW,MAX810RXR,Max,ZB,SC70,microproc +ve reset gen 3.0V
AAX,MAX6410BS46-T,Max,UC4,UCSP-4,"Volt. Detect. (4.630 V / Push-Pull,Active-High)"
AAX,MAX810SXR,Max,ZB,SC70,microproc +ve reset gen 3.3V
AAY,MAX6411BS33-T,Max,UC4,UCSP-4,"Volt. Detect. (3.300 V/Open Drain,Active-Low)"
AAY,MAX810ZXR,Max,ZB,SC70,microproc +ve reset gen 2.5V
AAZ,MAX6411BS34-T,Max,UC4,UCSP-4,"Volt. Detect. (3.400 V/Open Drain,Active-Low)"
AAZ,MAX803LXR,Max,ZB,SC70,microproc -ve reset gen 5.0V
AB,BCW60B,ITT,N,SOT23,BCY58-viii
AB,ZMV830A,Zet,I,SOD323,varicap hyperabrupt 28V 10pF@2V
ABs,BCW60B,Sie,N,SOT23,BCY58-viii
ABp,BCW60B,Phi,N,SOT23,BCY58-viii
ABt,BCW60B,Phi,N,SOT23,BCY58-viii
ABA,MAX6411BS35-T,Max,UC4,UCSP-4,"Volt. Detect. (3.500 V/Open Drain,Active-Low)"
ABA,MAX803TXR,Max,ZB,SC70,microproc -ve reset gen 5.0V
ABAA,MAX809MXR,Max,ZB,SOT23,microproc -ve reset gen 5.0V
ABB,MAX6411BS36-T,Max,UC4,UCSP-4,"Volt. Detect. (3.600 V/Open Drain,Active-Low)"
ABB,MAX803MXR,Max,ZB,SC70,microproc -ve reset gen 3.3V
ABC,MAX6411BS37-T,Max,UC4,UCSP-4,"Volt. Detect. (3.700 V/Open Drain,Active-Low)"
ABC,MAX803SXR,Max,ZB,SC70,microproc -ve reset gen 3.3V
ABD,MAX6411BS38-T,Max,UC4,UCSP-4,"Volt. Detect. (3.800 V/Open Drain,Active-Low)"
ABD,MAX803RXR,Max,ZB,SC70,microproc -ve reset gen 3.0V
ABE,MAX6411BS39-T,Max,UC4,UCSP-4,"Volt. Detect. (3.900 V/Open Drain,Active-Low)"
ABE,MAX803ZXR,Max,ZB,SC70,microproc -ve reset gen 2.5V
ABF,MAX6411BS40-T,Max,UC4,UCSP-4,"Volt. Detect. (4.000 V/Open Drain,Active-Low)"
ABF,LM4041AIX3-1.2,Max,L,SC70,1.225V 0.1% shunt V ref
ABG,MAX6411BS41-T,Max,UC4,UCSP-4,"Volt. Detect. (4.100 V/Open Drain,Active-Low)"
ABG,LM4041BIX3-1.2,Max,L,SC70,1.225V 0.2% shunt V ref
ABH,MAX6411BS42-T,Max,UC4,UCSP-4,"Volt. Detect. (4.200 V/Open Drain,Active-Low)"
ABH,LM4041DIX3-1.2,Max,L,SC70,1.225V 0.5% shunt V ref
ABI,MAX6411BS43-T,Max,UC4,UCSP-4,"Volt. Detect. (4.300 V/Open Drain,Active-Low)"
ABI,LM4041DIX3-1.2,Max,L,SC70,1.225V 1.5% shunt V ref
ABJ,MAX6411BS44-T,Max,UC4,UCSP-4,"Volt. Detect. (4.380 V/Open Drain,Active-Low)"
ABJ,LM4040AIX3-2.1,Max,L,SC70,2.048V 0.1% shunt V ref
ABK,MAX6411BS45-T,Max,UC4,UCSP-4,"Volt. Detect. (4.500 V/Open Drain,Active-Low)"
ABK,LM4040BIX3-2.1,Max,L,SC70,2.048V 0.2% shunt V ref
ABL,MAX6411BS46-T,Max,UC4,UCSP-4,"Volt. Detect. (4.640 V/Open Drain,Active-Low)"
ABL,LM4040CIX3-2.1,Max,L,SC70,2.048V 0.5% shunt V ref
ABM,LM4040DIX3-2.1,Max,L,SC70,2.048V 1% shunt V ref
ABN,LM4040AIX3-2.5,Max,L,SC70,2.5001% shunt V ref
ABO,LM4040BIX3-2.5,Max,L,SC70,2.500V 0.2% shunt V ref
ABP,LM4040CIX3-2.5,Max,L,SC70,2.500V 0.5% shunt V ref
ABQ,LM4040DIX3-2.5,Max,L,SC70,2.500V 1% shunt V ref
ABR,LM4040AIX3-3.0,Max,L,SC70,3.000V 0.1% shunt V ref
ABS,LM4040BIX3-3.0,Max,L,SC70,3.000V 0.2% shunt V ref
ABT,LM4040CIX3-3.0,Max,L,SC70,3.000V 0.5% shunt V ref
ABU,LM4040DIX3-3.0,Max,L,SC70,3.000V 1% shunt V ref
ABV,LM4040AIX3-4.1,Max,L,SC70,4.096V 0.1% shunt V ref
ABW,LM4040BIX3-4.1,Max,L,SC70,4.096V 0.2% shunt V ref
ABX,LM4040CIX3-4.1,Max,L,SC70,4.096V 0.5% shunt V ref
ABY,LM4040DIX3-4.1,Max,L,SC70,4.096V 1% shunt V ref
ABZ,LM4040AIX3-5.0,Max,L,SC70,5.000V 0.1% shunt V ref
AC,BCX51-100,Sie,P,SOT89,45V pnp audio hfe 100
AC,BCX51-10,Phi,P,SOT89,45V pnp audio hfe 100
AC,BCW60C,Phi,N,SOT23,BCY58-ix
AC,ZMV831A,Zet,I,SOD323,varicap hyperabrupt 28V 15pF@2V
ACs,BCW60C,Sie,N,SOT23,BCY58-ix
ACp,BCW60C,Phi,N,SOT23,BCY58-ix
ACt,BCW60C,Phi,N,SOT23,BCY58-ix
ACA,LM4040BIX3-5.0,Max,L,SC70,5.000V 0.2% shunt V ref
ACAA,MAX809TXR,Max,ZB,SOT23,microproc -ve reset gen 3.3V
ACB,LM4040CIX3-5.0,Max,L,SC70,5.000V 0.5% shunt V ref
ACC,LM4040DIX3-5.0,Max,L,SC70,5.000V 1% shunt V ref
ACE,MAX6326_R31-T,Max,ZB,SC70,microproc -ve reset gen 3.080V
ACF,MAX6347_R46-T,Max,ZB,SC70,microproc +ve reset gen 4.630V
ACH,MAX6326_R23-T,Max,ZB,SC70,microproc -ve reset gen 2.320V
ACI,MAX6326_R26-T,Max,ZB,SC70,microproc -ve reset gen 2.630V
ACJ,MAX6328_R26-T,Max,ZB,SC70,microproc -ve reset gen 2.630V
ACK,MAX6346_R44-T,Max,ZB,SC70,microproc -ve reset gen 4.380V
ACL,MAX6347_R44-T,Max,ZB,SC70,microproc +ve reset gen 4.380V
ACM,MAX6348_R46-T,Max,ZB,SC70,microproc -ve reset gen 4.630V
ACN,MAX6348_R44-T,Max,ZB,SC70,microproc -ve reset gen 4.380V
ACO,MAX6346_R46-T,Max,ZB,SC70,microproc -ve reset gen 4.630V
ACP,MAX6326_R29-T,Max,ZB,SC70,microproc -ve reset gen 2.930V
ACQ,MAX6327_R23-T,Max,ZB,SC70,microproc +ve reset gen 2.320V
ACR,MAX6327_R26-T,Max,ZB,SC70,microproc +ve reset gen 2.630V
ACS,MAX6327_R29-T,Max,ZB,SC70,microproc +ve reset gen 2.930V
ACT,MAX6327_R31-T,Max,ZB,SC70,microproc +ve reset gen 3.080V
ACU,MAX6328_R23-T,Max,ZB,SC70,microproc -ve reset gen 2.320V
ACV,MAX6328_R29-T,Max,ZB,SC70,microproc -ve reset gen 2.930V
ACW,MAX6326_R31-T,Max,ZB,SC70,microproc -ve reset gen 3.080V
AD,BCX51-160,Sie,P,SOT89,45V pnp audio hfe 160
AD,BCX51-16,Phi,P,SOT89,45V pnp audio hfe 160
AD,BCW60D,Phi,N,SOT23,BCY58-x
AD,ZMV832A,Zet,I,SOD323,varicap hyperabrupt 28V 22pF@2V
ADs,BCW60D,Sie,N,SOT23,BCY58-x
ADp,BCW60D,Phi,N,SOT23,BCY58-x
ADt,BCW60D,Ph,N,SOT23,BCY58-x
ADAA,MAX809SXR,Max,ZB,SOT23,microproc -ve reset gen 3.3V
ADN,2SC3838K,Roh,N,-,npn 11V 3.2GHz TV tuners
ADW,MAX6406BS22-T,Max,UC4,UCSP-4,"Volt. Detect. (2.200 V / Push-Pull, Active-Low)"
ADX,MAX6406BS23-T,Max,UC4,UCSP-4,"Volt. Detect. (2.320 V / Push-Pull, Active-Low)"
ADY,MAX6406BS24-T,Max,UC4,UCSP-4,"Volt. Detect. (2.400 V / Push-Pull, Active-Low)"
ADZ,MAX6406BS25-T,Max,UC4,UCSP-4,"Volt. Detect. (2.500 V / Push-Pull, Active-Low)"
AE,BCX52,Sie,P,SOT89,pnp 60V audio comp BCX55
AE,ZMV833A,Zet,I,SOD323,varicap hyperabrupt 28V 33pF@2V
AEA,MAX6406BS26-T,MAX,UC4,UCSP-4,"Volt. Detect. (2.630 V / Push-Pull, Active-Low)"
AEB,MAX6406BS27-T,MAX,UC4,UCSP-4,"Volt. Detect. (2.700 V / Push-Pull, Active-Low)"
AEC,MAX6406BS28-T,MAX,UC4,UCSP-4,"Volt. Detect. (2.800 V / Push-Pull, Active-Low)"
AED,MAX6406BS29-T,MAX,UC4,UCSP-4,"Volt. Detect. (2.930 V / Push-Pull, Active-Low)"
AEE,MAX6406BS30-T,MAX,UC4,UCSP-4,"Volt. Detect. (3.000 V / Push-Pull, Active-Low)"
AEF,MAX6406BS31-T,MAX,UC4,UCSP-4,"Volt. Detect. (3.080 V / Push-Pull, Active-Low)"
AEG,MAX6407BS22-T,MAX,UC4,UCSP-4,"Volt. Detect. (2.200 V / Push-Pull, Active-High)"
AEH,MAX6407BS23-T,MAX,UC4,UCSP-4,"Volt. Detect. (2.300 V / Push-Pull, Active-High)"
AEI,MAX6407BS24-T,MAX,UC4,UCSP-4,"Volt. Detect. (2.400 V / Push-Pull, Active-High)"
AEJ,MAX6407BS25-T,MAX,UC4,UCSP-4,"Volt. Detect. (2.500 V / Push-Pull, Active-High)"
AEK,MAX6407BS26-T,MAX,UC4,UCSP-4,"Volt. Detect. (2.630 V / Push-Pull, Active-High)"
AEL,MAX6407BS27-T,MAX,UC4,UCSP-4,"Volt. Detect. (2.700 V / Push-Pull, Active-High)"
AEM,MAX6407BS28-T,MAX,UC4,UCSP-4,"Volt. Detect. (2.800 V / Push-Pull, Active-High)"
AEN,MAX6407BS29-T,MAX,UC4,UCSP-4,"Volt. Detect. (2.930 V / Push-Pull, Active-High)"
AEN,2SC3839K,Roh,N,-,npn 20V 2.0GHz TV tuners
AEO,MAX6407BS30-T,Max,UC4,UCSP-4,"Volt. Detect. (3.000 V / Push-Pull,Active-High)"
AEP,MAX6407BS31-T,Max,UC4,UCSP-4,"Volt. Detect. (3.000 V / Push-Pull,Active-High)"
AEQ,MAX6408BS22-T,Max,UC4,UCSP-4,"Volt. Detect. (2.200 V/Open Drain,Active-Low)"
AER,MAX6408BS23-T,Max,UC4,UCSP-4,"Volt. Detect. (2.320 V/Open Drain,Active-Low)"
AES,MAX6408BS24-T,Max,UC4,UCSP-4,"Volt. Detect. (2.400 V/Open Drain,Active-Low)"
AET,MAX6408BS25-T,Max,UC4,UCSP-4,"Volt. Detect. (2.500 V/Open Drain,Active-Low)"
AEU,MAX6408BS26-T,Max,UC4,UCSP-4,"Volt. Detect. (2.630 V/Open Drain,Active-Low)"
AEV,MAX6408BS27-T,Max,UC4,UCSP-4,"Volt. Detect. (2.700 V/Open Drain,Active-Low)"
AEW,MAX6138AEXR12-T,Max,L,SC70-3,Shunt Voltage Ref. (output 1.2205 V / 0.1%)
AEW,MAX6408BS28-T,Max,UC4,SC70-3,"Volt. Detect. (2.800 V/Open Drain,Active-Low)"
